platform,title,company,location,url,scraped_at,full_description,required_skills_raw,preferred_skills_raw,experience_years,education_level,salary_range,employment_type,department
kariyer.net,Yazılım Destek Uzmanı,AKEAD YAZILIM A.Ş,İstanbul(Asya),https://www.kariyer.net/is-ilani/akead-yazilim-a-s-yazilim-destek-uzmani-4401727,2026-03-16T10:21:05.594776,"keyboard_arrow_down İş İlanları Kariyer Planlaması ÜNİVERSİTEYE HAZIRLIK Üniversite Rehberi Üniversiteler Üniversite Bölümleri Üniversite Taban Puanları Üniversite Karşılaştırma YKS Tercih Motoru Meslekler Rehberi İşverenlerin Tercihi YKS Puan Hesaplama KYK Yurt Rehberi Üniversite Rehberi Blog İLK İŞİM VE PROFESYONEL HAYAT İlk İşim ve Staj CV Örnekleri Maaşlar Maaş Hesaplama Mülakata Hazırlık Kariyer Günleri Staj ve Bootcamp Fırsatları Staj Günleri İş Hayatı KPSS Puan Hesaplama KPSS Tercih Motoru Kamu Rehberi Sektör Sözlüğü 10.000’den fazla pozisyon maaşına ait detayları hemen keşfet! Kariyer Rehberi Kariyer Blog Özgeçmiş Hazırlama İpuçları İş Arama Süreci Kişisel Gelişim İK Blog İlan Paketi Al Giriş Yap / Üye Ol Aday (İş mi Arıyorsun?) Burada seni bekleyen binlerce ilan var! Aday Girişi Üye Ol İşveren (İlan mı Vereceksiniz?) Pozisyonunuza en uygun aday burada! İşveren Girişi Ücretsiz Üye Ol! İşe Alım Çözümleri İlan Paketi Al Sizi Arayalım Bizi Arayın: 0216 468 76 00 Giriş Yap / Üye Ol Ana Sayfa İş İlanları İstanbul(Asya) İş İlanları İstanbul(Asya) Yazılım Destek Uzmanı İş İlanları Yazılım Destek Uzmanı AKEAD YAZILIM A.Ş Kaydet Başvur İstanbul(Asya) (Ümraniye) 5 gün önce güncellendi info İş Yerinde Tam Zamanlı Bilgi Teknolojileri / IT 200+ başvuru Şirket ilanları dün inceledi. Benzer ilanları keşfetmek için iş alarmı kur Yazılım Destek Uzmanı İstanbul(Asya) İş İlanı Hakkında ARGE merkezimizde (Ümraniye/İstanbul) çalışmak üzere, üniversitelerin ilgili bölümlerinden mezun arkadaşlar aranmaktadır. Yazılımlarımızın destek hizmetlerinde görev alacak, Gerektiğinde müşterilere eğitim verebilecek, Oluşabilecek sorunların hızlı ve etkili şekilde çözülmesini sağlayacak, Geri bildirimleri toplayarak ürün geliştirme ekiplerine raporlayacak, Yazlım geliştirme projelerimizde, test süreçlerinde görev alabilecek, İletişim becerisi yüksek takım çalışmasına yatkın, Teknik sorun çözme yeteneğine sahip ve müşteri odaklı çalışabilen, Analitik düşünce yapısına sahip, planlama ve problem çözme yeteneği gelişmiş, Tercihen ERP ve/veya muhasebe yazılımlarında deneyimli olan, Erkek adaylar için askerlik ile ilişiği bulunmayan, Sorumluluk sahibi, Aday Kriterleri • Tecrübe En az 2 yıl tecrübeli • Eğitim Seviyesi Ön Lisans(Mezun), Üniversite(Mezun) • Askerlik Durumu Yapıldı, Muaf Şirket Hakkında AKEAD YAZILIM A.Ş Yazılım 25 - 49 Çalışan 1012 Takipçi Takip Et 2002 yılında Fransa-Strasbourg'da kurulan şirketimizin ana aktivitesi yazılım üretmektir. AKEAD işletmeler için; ticari yazılımlar ve kasa otomasyon sistemleri, saha satış sistemleri, depo ve mağaza terminalleri, akıllı telefon uygulamaları gibi bir çok alanda hizmet vermektedir. Şirketin Diğer İlanları chevron_right Bu Pozisyon İçin Sık Paylaşılan Maaşlar Maaş aralığı kullanıcıların en sık paylaştığı verilere dayanır. Şirket tarafından paylaşılmamıştır. ₺44.700 - ₺112.300 Sen de anonim olarak bilgilerini paylaş, maaş verilerini birlikte geliştirelim! Bilgilerini Paylaş Bu sana yardımcı oldu mu? thumb_up thumb_down Keşfetmeye Devam Et Yazılım Destek Uzmanı İş İlanları İlanları Gör İstanbul İş İlanları İlanları Gör İstanbul(Asya) İş İlanları İlanları Gör Ümraniye İş İlanları İlanları Gör Sürekli / Tam zamanlı İş İlanları İlanları Gör İstanbul(Asya) Sürekli / Tam zamanlı İş İlanları İlanları Gör Yazılım İş İlanları İlanları Gör Yazılım Test Mühendisi İş İlanları İlanları Gör Toplam Kalite Sistemleri Mühendisi İş İlanları İlanları Gör Yardımcı Yazılım Geliştirme Mühendisi  İş İlanları İlanları Gör Test Sistemleri Mühendisi İş İlanları İlanları Gör Yardımcı Yazılım Test Mühendisi İş İlanları İlanları Gör Sistem Test Mühendisi İş İlanları İlanları Gör navigate_before navigate_next Kariyer Tavsiyeleri Yazılım Destek Uzmanı pozisyonu ile ilgili daha detaylı bilgi almak için aşağıdaki sayfaları inceleyebilirsiniz. Yazılım Destek Uzmanı Yazılım Destek Uzmanı Maaşları Yazılım Destek Uzmanı Nedir, Nasıl Olunur? Yazılım Destek Uzmanı Mülakatları İlanı Şikayet Et AKEAD YAZILIM A.Ş Yazılım Takip Et Bu İlanla Birlikte Görüntülenenler BT Yazılım ve Teknik Destek Uzmanı Nitelikli Eğitim Kurumları A,Ş İstanbul(Asya) İş Yerinde Tam zamanlı update 13 saat Yazılım ve Sistem Mühendisleri Sistaş Sayısal İletişim San. ve Tic. A.Ş. İstanbul(Asya) İş Yerinde Tam zamanlı 7 gün Yazılım Geliştirme Uzmanı Sistaş Sayısal İletişim San. ve Tic. A.Ş. İstanbul(Asya) İş Yerinde Tam zamanlı update 7 gün Yazılım Destek Uzmanı Delta Yazılım A.Ş. İstanbul İş Yerinde Tam zamanlı update 13 saat Yazılım Uzmanı (Winforms - Masaüstü) Horoz Lojistik Kargo Hizmetleri ve Tic. A.Ş. İstanbul Hibrit Tam zamanlı 5 gün Full Stack Engineer CRONOM BİLİŞİM VE YAZILIM TEKNOLOJİLERİSAN... İstanbul(Asya) İş Yerinde Tam zamanlı update 3 saat Yazılım Destek Uzmanı Horoz Lojistik Kargo Hizmetleri ve Tic. A.Ş. İstanbul Hibrit Tam zamanlı 5 gün Ax 365 Kıdemli Yazılım Uzmanı CENGİZ HOLDİNG A.Ş. İstanbul(Asya) İş Yerinde Tam zamanlı 6 gün Kıdemli Yazılım Geliştirme Uzmanı (.Net Core) GÜRMEN GİYİM SANAYİ VE TİC. A. Ş. İstanbul(Asya) Hibrit Tam zamanlı update 13 saat IT Yazılım Uzman Yardımcısı BMA Teknoloji A.Ş. Kocaeli İş Yerinde Tam zamanlı update 3 gün Senior Software Developer ENTERPRISE RENT A CAR İstanbul(Asya) Hibrit Tam zamanlı update 5 saat Yazılım Mühendisi / Uzmanı Thinkpro İnsan Kaynakları Yönetim Danışman... İstanbul(Asya) Hibrit Tam zamanlı update 3 saat Yazılım Test Mühendisi Egemsoft Uzaktan / Remote Tam zamanlı update 5 saat Sistem ve Network Uzmanı ENTERPRISE RENT A CAR İstanbul(Asya) İş Yerinde Tam zamanlı update 5 saat navigate_before navigate_next closingDate:08.04.2026 lastPublishDate:10.03.2026 Kaydet Başvur SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun SOSYAL MEDYA Facebook X Instagram Youtube Kariyer.net ile İş Cebinizde Copyright © 1999-2026 Kariyer.net arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis Kariyer.net bir grup şirketidir. Kariyer.net Elektronik Yayıncılık ve İletişim Hizmetleri A.Ş. Özel İstihdam Bürosu olarak 31/08/2024 – 30/08/2027 tarihleri arasında faaliyette bulunmak üzere, Türkiye İş Kurumu tarafından 26/07/2024 tarih ve 16398069 sayılı karar uyarınca 170 nolu belge ile faaliyet göstermektedir. 4904 sayılı kanun uyarınca iş arayanlardan ücret alınması yasaktır. Şikayetleriniz için aşağıdaki telefon numaralarına başvurabilirsiniz. Diğer iller için tıklayın . Türkiye İş Kurumu İstanbul İl Müdürlüğü: 0212 249 29 87 Türkiye iş Kurumu İstanbul Çalışma ve İş Kurumu Ümraniye Hizmet Merkezi : 0216 523 90 26 Bizi Takip Edin SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun Copyright © 1999-2026 Kariyer.net Kariyer.net bir grup şirketidir. arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis",,,2.0,Lisans,,,
kariyer.net,Çağrı Merkezi Teknik Destek Uzmanı,ARKSİGNER YAZILIM DONANIM TİC. A.Ş,Ankara,https://www.kariyer.net/is-ilani/arksigner-yazilim-donanim-tic-a-s-cagri-merkezi-teknik-destek-uzmani-4403807,2026-03-16T10:21:05.592180,"keyboard_arrow_down İş İlanları Kariyer Planlaması ÜNİVERSİTEYE HAZIRLIK Üniversite Rehberi Üniversiteler Üniversite Bölümleri Üniversite Taban Puanları Üniversite Karşılaştırma YKS Tercih Motoru Meslekler Rehberi İşverenlerin Tercihi YKS Puan Hesaplama KYK Yurt Rehberi Üniversite Rehberi Blog İLK İŞİM VE PROFESYONEL HAYAT İlk İşim ve Staj CV Örnekleri Maaşlar Maaş Hesaplama Mülakata Hazırlık Kariyer Günleri Staj ve Bootcamp Fırsatları Staj Günleri İş Hayatı KPSS Puan Hesaplama KPSS Tercih Motoru Kamu Rehberi Sektör Sözlüğü 10.000’den fazla pozisyon maaşına ait detayları hemen keşfet! Kariyer Rehberi Kariyer Blog Özgeçmiş Hazırlama İpuçları İş Arama Süreci Kişisel Gelişim İK Blog İlan Paketi Al Giriş Yap / Üye Ol Aday (İş mi Arıyorsun?) Burada seni bekleyen binlerce ilan var! Aday Girişi Üye Ol İşveren (İlan mı Vereceksiniz?) Pozisyonunuza en uygun aday burada! İşveren Girişi Ücretsiz Üye Ol! İşe Alım Çözümleri İlan Paketi Al Sizi Arayalım Bizi Arayın: 0216 468 76 00 Giriş Yap / Üye Ol Ana Sayfa İş İlanları Ankara İş İlanları Ankara Teknik Destek Uzmanı İş İlanları Çağrı Merkezi Teknik Destek Uzmanı ARKSİGNER YAZILIM DONANIM TİC. A.Ş Kaydet Başvur Ankara 2 saat önce güncellendi info İş Yerinde Tam Zamanlı Uzman Müşteri Hizmetleri / Çağrı Merkezi 50 başvuru Şirket ilanları 4 gün önce inceledi. Benzer ilanları keşfetmek için iş alarmı kur Teknik Destek Uzmanı Ankara İş İlanı Hakkında Dijital Güvenlik Sektöründe Kariyer Fırsatı! Sen de dijital güvenlik sektöründe kariyer yapmak ve parlak bir geleceğe adım atmak ister misin? ArkSigner, e-imza ve Kimlik Doğrulama çözümleriyle teknoloji sektöründe lider konumda olan dinamik bir şirkettir. 2015 yılında başlayan yolculuğumuz bugün Türkiye’nin en büyük bankaları, holdingleri, finans kuruluşları ve kamu kurumlarıyla devam ediyor. Yazılım ve donanım ürünlerimizle dijital güvenlik alanında yeni standartlar belirlemeyi amaçlıyoruz. Tüm mevzuatlara uygun, yerli imkanlarla geliştirilmiş elektronik imza ve kimlik doğrulama çözümlerimizle Türkiye’de ve globalde güvenliği yeniden tanımlıyoruz. Buradan hareketle şirketimizin Ankara ofisinde görevlendirilmek üzere; organizasyon becerilerine sahip, detaylara önem veren ve yoğun çalışma temposuna ayak uydurabilecek bir profesyonelseniz, sizi ekibimize katılmaya davet ediyoruz! Aranan Nitelikler Bilişim Teknolojileri / Programlama bölümlerinden mezun olmak, Tercihen Müşteri Hizmetleri, Çağrı Merkezi alanlarında en az 1 yıl deneyim sahibi olmak, Tercihen e-imza süreçlerinde deneyimli olmak, Pardus, Mac, Windows, Linux işletim sistemlerinde deneyim sahibi olmak, SQL bilgisine sahip olmak, Planlama, organizasyon, koordinasyon ve zaman yönetimi becerilerine sahip olmak, Disiplin ve sorumluluk bilinci yüksek olmak, İnsan ilişkilerinde güçlü derecede yazılı ve sözlü iletişim becerilerine sahip olmak, İyi derecede MS Office uygulamalarına hâkim olmak, Orta düzeyde İngilizce bilgisine sahip olmak. Pozisyon Tanımı: Ürünlerimizin kullanımında müşteri adaylarına, müşterilere ve son kullanıcılara satış öncesi ve satış sonrası teknik destek sağlamak, Çağrı merkezine gelen çağrıları karşılamak, sorunu analiz etmek, teknik destek sağlamak, farklı bir destek ihtiyacı olması halinde ilgili ekiplere iletmek, Şirketin donanım ve yazılım ürünleri hakkında müşteri kurum ya da şirketlerde sorun oluşması durumunda uzaktan bağlantı ya da CRM üzerinden çözüm sağlamak ve takibini yapmak, E-posta üzerinden ulaşan müşteri ve kurumların takibini yapmak, ihtiyaçlarına yönelik çözümler oluşturmak ve raporlamak, Hata / geliştirme / destek taleplerini incelemek, çözüme ulaştırmak ve takip etmek, Yeni müşteri memnuniyet / kullanım aramaları ve potansiyel satış tespitinin raporlamak, Çağrı merkezi veya iletişim kanallarından gelen satış taleplerini satış ekibine yönlendirmek. Aday Kriterleri • Tecrübe En az 1 yıl tecrübeli • Eğitim Seviyesi Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun) Şirket Hakkında ARKSİGNER YAZILIM DONANIM TİC. A.Ş Bilişim, Yazılım 100 - 149 Çalışan 10454 Takipçi Takip Et Türkiye ve dünyada dijital güvenlik alanında hizmet veren ArkSigner,

2015 yılında Ankara’da kuruldu. İlk olarak güvenli elektronik imza çözümlerini piyasaya süren ArkSigner daha sonra kimlik doğrulama ve uzaktan kimlik tespiti çözümleri ile ürün yelpazesini genişletti. Yan Haklar Özel Sağlık Sigortası Yemek Kartı (Setcard, Ticket, Multinet, Sodexo vb.) Bireysel Emeklilik Şirketin Diğer İlanları chevron_right Bu Pozisyon İçin Sık Paylaşılan Maaşlar Maaş aralığı kullanıcıların en sık paylaştığı verilere dayanır. Şirket tarafından paylaşılmamıştır. ₺45.000 - ₺110.000 Sen de anonim olarak bilgilerini paylaş, maaş verilerini birlikte geliştirelim! Bilgilerini Paylaş Bu sana yardımcı oldu mu? thumb_up thumb_down Keşfetmeye Devam Et Teknik Destek Uzmanı İş İlanları İlanları Gör Ankara İş İlanları İlanları Gör Sürekli / Tam zamanlı İş İlanları İlanları Gör Ankara Sürekli / Tam zamanlı İş İlanları İlanları Gör Müşteri Hizmetleri / Çağrı Merkezi İş İlanları İlanları Gör Bilişim İş İlanları İlanları Gör Teknik Asistan İş İlanları İlanları Gör Teknik İşçi İş İlanları İlanları Gör Teknik Hizmetler Elemanı İş İlanları İlanları Gör Destek Teknisyeni İş İlanları İlanları Gör Teknik Destek Yöneticisi İş İlanları İlanları Gör Teknik Destek Şefi İş İlanları İlanları Gör navigate_before navigate_next Kariyer Tavsiyeleri Teknik Destek Uzmanı pozisyonu ile ilgili daha detaylı bilgi almak için aşağıdaki sayfaları inceleyebilirsiniz. Teknik Destek Uzmanı Teknik Destek Uzmanı Maaşları Teknik Destek Uzmanı Nedir, Nasıl Olunur? Teknik Destek Uzmanı Mülakatları İlanı Şikayet Et ARKSİGNER YAZILIM DONANIM TİC. A.Ş Bilişim, Yazılım Takip Et Bu İlanla Birlikte Görüntülenenler Bilgi Sistemleri Sorumlusu Medical Park Hastaneler Grubu Ankara İş Yerinde Tam zamanlı update 2 saat Müşteri Hizmetleri Uzman Yardımcısı Acıbadem Labmed Sağlık Hizmetleri A.Ş. Ankara İş Yerinde Tam zamanlı update 2 saat Bilgi İşlem Elemanı ÖZKAYA HASTANE İŞLETMECİLİĞİ SAĞLIK EĞİTİM... Ankara İş Yerinde Tam zamanlı 7 gün IT Sistem ve Ağ Destek Uzmanı DigiWun Software Ankara Hibrit Dönemsel update 13 saat Bilgi İşlem Uzman Yardımcısı DigiWun Software Ankara Hibrit Dönemsel update 13 saat T Çağrı Merkezi Müşteri Temsilcisi TÜMTEL TEKNİK ÇAĞRI MERKEZİ Ankara İş Yerinde Tam zamanlı update 13 saat Bilgi Teknolojileri Teknikeri ATEL TEKNOLOJİ VE SAVUNMA SANAYİ A.Ş. Ankara İş Yerinde Tam zamanlı 4 gün Müşteri Hizmetleri Personeli - Ankara Kuzu AVM Vatan Bilgisayar San. Tic. A.Ş. Ankara İş Yerinde Tam zamanlı update 4 saat R BT Çözüm Mimarı REMEDİ TEMİZLİK VE SOSYAL HİZMETLER LİMİTE... Ankara İş Yerinde Tam zamanlı update 3 gün Satış Destek Uzmanı EEC Entegre Bina Kontrol Sistemleri Sanayi... Ankara İş Yerinde Tam zamanlı update 5 saat Bilgi İşlem Uzmanı Sektöründe Lider Firma Ankara İş Yerinde Tam zamanlı update 3 gün Teknik Personel PRİME SİSTEM VE TEKNOLOJİ ANONİM ŞİRKETİ Ankara İş Yerinde Tam zamanlı update 13 saat Bilgi Teknolojileri / IT Yöneticisi ALL ALÇI SANAYİ VE TİCARET ANONİM ŞİRKETİ Ankara İş Yerinde Tam zamanlı update 3 gün Kıdemli Sistem ve Ağ Uzmanı PRİME SİSTEM VE TEKNOLOJİ ANONİM ŞİRKETİ Ankara İş Yerinde Tam zamanlı update 13 saat Müşteri Teknik Destek Uzmanı D724 Ankara İş Yerinde Tam zamanlı update 14 gün navigate_before navigate_next closingDate:09.04.2026 lastPublishDate:11.03.2026 Kaydet Başvur SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun SOSYAL MEDYA Facebook X Instagram Youtube Kariyer.net ile İş Cebinizde Copyright © 1999-2026 Kariyer.net arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis Kariyer.net bir grup şirketidir. Kariyer.net Elektronik Yayıncılık ve İletişim Hizmetleri A.Ş. Özel İstihdam Bürosu olarak 31/08/2024 – 30/08/2027 tarihleri arasında faaliyette bulunmak üzere, Türkiye İş Kurumu tarafından 26/07/2024 tarih ve 16398069 sayılı karar uyarınca 170 nolu belge ile faaliyet göstermektedir. 4904 sayılı kanun uyarınca iş arayanlardan ücret alınması yasaktır. Şikayetleriniz için aşağıdaki telefon numaralarına başvurabilirsiniz. Diğer iller için tıklayın . Türkiye İş Kurumu İstanbul İl Müdürlüğü: 0212 249 29 87 Türkiye iş Kurumu İstanbul Çalışma ve İş Kurumu Ümraniye Hizmet Merkezi : 0216 523 90 26 Bizi Takip Edin SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun Copyright © 1999-2026 Kariyer.net Kariyer.net bir grup şirketidir. arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis",,,2015.0,Yüksek Lisans,,,
