platform,title,company,location,url,scraped_at,full_description,required_skills_raw,preferred_skills_raw,experience_years,education_level,salary_range,employment_type,department,search_keyword
kariyer.net,Software Engineer,Mavinci Bilişim San. ve Tic. A.Ş.,Ankara,https://www.kariyer.net/is-ilani/mavinci-bilisim-san-ve-tic-a-s-software-engineer-4398747,2026-03-24T09:37:27.843457,"keyboard_arrow_down İş İlanları Kariyer Planlaması ÜNİVERSİTEYE HAZIRLIK Üniversite Rehberi Üniversiteler Üniversite Bölümleri Üniversite Taban Puanları Üniversite Karşılaştırma YKS Tercih Motoru Meslekler Rehberi İşverenlerin Tercihi YKS Puan Hesaplama KYK Yurt Rehberi Üniversite Rehberi Blog İLK İŞİM VE PROFESYONEL HAYAT İlk İşim ve Staj CV Örnekleri Maaşlar Maaş Hesaplama Mülakata Hazırlık Kariyer Günleri Staj ve Bootcamp Fırsatları Staj Günleri İş Hayatı KPSS Puan Hesaplama KPSS Tercih Motoru Kamu Rehberi Sektör Sözlüğü 10.000’den fazla pozisyon maaşına ait detayları hemen keşfet! Kariyer Rehberi Kariyer Blog Özgeçmiş Hazırlama İpuçları İş Arama Süreci Kişisel Gelişim İK Blog İlan Paketi Al Giriş Yap / Üye Ol Aday (İş mi Arıyorsun?) Burada seni bekleyen binlerce ilan var! Aday Girişi Üye Ol İşveren (İlan mı Vereceksiniz?) Pozisyonunuza en uygun aday burada! İşveren Girişi Ücretsiz Üye Ol! İşe Alım Çözümleri İlan Paketi Al Sizi Arayalım Bizi Arayın: 0216 468 76 00 Giriş Yap / Üye Ol Ana Sayfa İş İlanları Ankara İş İlanları Ankara Yazılım Mühendisi İş İlanları Software Engineer Mavinci Bilişim San. ve Tic. A.Ş. Kaydet Başvur Ankara (Çankaya) 1 saat önce güncellendi info İş Yerinde Full-Time Specialist Research and Development (R&D) 200+ application Şirket ilanları 6 gün önce inceledi. Benzer ilanları keşfetmek için iş alarmı kur Yazılım Mühendisi Ankara About Job Mavinci is an R&D company working in the fields of information and communication technologies, security and defence with software development, technical support, domain expertise and consultancy capacity. The operational areas are Cyber Security, Nuclear Security Research and Analysis, Disaster and Emergency Management, Decision Support Systems, Command and Control Systems, Chemical Biological Radiological and Nuclear Security Solutions, Image Processing, Artificial Intelligence, Deep Learning, Machine Learning, Modelling and Simulation and Project Management. The company's goal is to develop new technologies and produce innovative solutions and network-centric key products. Mavinci is seeking a Software Engineer to join its Artificial Intelligence (AI) Technologies team. The ideal candidate will have industry experience working on AI-powered unmanned systems (UAS/UAV), Linux companion computers (CC) and mobile ground control stations (GCS). The position will involve research and development with MAVLink drone messaging protocol, Android SDK (Software Development Kit) and Android NDK (Native Development Kit) to solve telemetry and autonomous navigation problems. Software Engineer Requirements: - Bachelor's degree in software engineering, computer engineering, electronic engineering, mechatronics, - At least 3 years of experience in C++ and Java programming languages, - Additional/nice-to-have experience in Golang and React/TypeScript, - Knowledge of design patterns, memory management, smart pointers, template programming, thread synchronisation, and optimisation, - Knowledge of containerization, OCI standards, Docker, Linux namespaces (PID/NET/UTS/NS), and cgroups v2, - Knowledge of network programming and protocols such as gRPC, WebSockets, WebRTC, and MAVLink v2, - At least B2 (Upper Intermediate) English level. Software Engineer Responsibilities: - Programming in C++17 and Java, - Creating unit tests, - Using Linux CLI, Docker, and virtualisation tools (like QEMU) in the cross-compiling development environment, - Utilising Git and CI/CD pipelines (GitLab CI) for source control, automated testing, and deployment, - Setting up drone sub-systems like sensors and single board computers (SBC), - Managing flight controller communications using the MAVLink protocol, - Participating in Agile software development as a development team member in Scrum. Preferred Candidate • Years of Experience More than 3 years of experience • Level of Education Bachelor’s(Graduate), Master’s(Student), Master’s(Graduate), Doctorate(Student), Doctorate(Graduate) • Languages English(Reading : Advanced, Writing : Advanced, Speaking : Advanced) Daha Fazla Göster keyboard_arrow_down Şirket Hakkında Mavinci Bilişim San. ve Tic. A.Ş. Informatics, Internet, Software, Information Technologies Consultancy 75 - 99 Çalışan 3446 Takipçi Takip Et Mavinci özellikle yazılım geliştirme, teknik destek, alan uzmanlığı ve danışmanlık kapasitesi ile bilgi ve iletişim teknolojileri, güvenlik ve savunma alanlarında çalışan bir Ar-Ge şirketidir. Operasyonel alanlar; Nükleer Güvenlik Araştırma ve Analiz, Afet ve Acil Durum Yönetimi, Karar Destek Sistemleri, Komuta ve Kontrol Sistemleri, Kimyasal Biyolojik Radyolojik ve Nükleer Güvenlik Çözümleri, Görüntü İşleme, Yapay Zeka, Derin Öğrenme, Makina Öğrenmesi, Modelleme ve Simülasyon ve Proje Yönetimidir. Yan Haklar Özel Sağlık Sigortası Şirketin Diğer İlanları chevron_right Bu Pozisyon İçin Sık Paylaşılan Maaşlar Maaş aralığı kullanıcıların en sık paylaştığı verilere dayanır. Şirket tarafından paylaşılmamıştır. ₺54.400 - ₺130.200 info Sen de anonim olarak bilgilerini paylaş, maaş verilerini birlikte geliştirelim! Bilgilerini Paylaş Bu sana yardımcı oldu mu? thumb_up thumb_down Keşfetmeye Devam Et Yazılım Mühendisi İş İlanları İlanları Gör Ankara İş İlanları İlanları Gör Çankaya İş İlanları İlanları Gör Sürekli / Tam zamanlı İş İlanları İlanları Gör Ankara Sürekli / Tam zamanlı İş İlanları İlanları Gör AR-GE İş İlanları İlanları Gör Bilişim İş İlanları İlanları Gör Junior Yazılım Geliştirme Uzmanı İş İlanları İlanları Gör Bilgisayar Programcısı İş İlanları İlanları Gör Yazılım Danışmanı İş İlanları İlanları Gör Java Yazılım Mühendisi İş İlanları İlanları Gör Yazılım Geliştirme Uzmanı İş İlanları İlanları Gör Yazılım Uzmanı İş İlanları İlanları Gör navigate_before navigate_next Kariyer Tavsiyeleri Yazılım Mühendisi pozisyonu ile ilgili daha detaylı bilgi almak için aşağıdaki sayfaları inceleyebilirsiniz. Yazılım Mühendisi Yazılım Mühendisi Maaşları Yazılım Mühendisi Nedir, Nasıl Olunur? Yazılım Mühendisi Mülakatları İlanı Şikayet Et Mavinci Bilişim San. ve Tic. A.Ş. Informatics, Internet, Software, Information Technologies Consultancy Takip Et Aydınlatma Metnimize buradan ulaşabilirsin. Bu İlanla Birlikte Görüntülenenler Yazılım Geliştirme Sorumlusu XRE Real Estate Ankara İş Yerinde Tam zamanlı 17 gün Yazılım Mühendisi NANOGRAFİ NANO TEKNOLOJİ A.Ş. Ankara İş Yerinde Tam zamanlı update 3 gün Yazılım Mühendisi RST Ankara İş Yerinde Tam zamanlı 19 gün Yazılım Geliştirme Uzmanı VİSİOTT TEKNOLOJİ SAN. VE TİC. LTD.ŞTİ Ankara İş Yerinde Tam zamanlı Son gün Uzman Araç Kontrol Yazılımı Geliştirme Mühendisi BOZANKAYA TEKNOLOJİ VE YAZILIM İTHALAT VE ... Ankara İş Yerinde Tam zamanlı update 27 gün Frontend Yazılım Geliştirici CMIT BİLİŞİM VE ARGE ANONİM ŞİRKETİ Ankara Hibrit Tam zamanlı 22 gün Kıdemli Full-Stack Geliştirici Vinu Digital Ankara İş Yerinde Tam zamanlı update 3 gün Yazılım Test ve Devreye Alma Mühendisi BOZANKAYA TEKNOLOJİ VE YAZILIM İTHALAT VE ... Ankara İş Yerinde Tam zamanlı update 26 gün Back End Yazılım Geliştirici CMIT BİLİŞİM VE ARGE ANONİM ŞİRKETİ Ankara Hibrit Tam zamanlı update 25 gün Java Yazılım Uzmanı Konumsal Bilgi Sistemleri San. Tic. Ltd. Şti Ankara İş Yerinde Tam zamanlı update 8 gün navigate_before navigate_next closingDate:04.04.2026 lastPublishDate:06.03.2026 Kaydet Başvur SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun SOSYAL MEDYA Facebook X Instagram Youtube Kariyer.net ile İş Cebinizde Copyright © 1999-2026 Kariyer.net arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis Kariyer.net bir grup şirketidir. Kariyer.net Elektronik Yayıncılık ve İletişim Hizmetleri A.Ş. Özel İstihdam Bürosu olarak 31/08/2024 – 30/08/2027 tarihleri arasında faaliyette bulunmak üzere, Türkiye İş Kurumu tarafından 26/07/2024 tarih ve 16398069 sayılı karar uyarınca 170 nolu belge ile faaliyet göstermektedir. 4904 sayılı kanun uyarınca iş arayanlardan ücret alınması yasaktır. Şikayetleriniz için aşağıdaki telefon numaralarına başvurabilirsiniz. Diğer iller için tıklayın . Türkiye İş Kurumu İstanbul İl Müdürlüğü: 0212 249 29 87 Türkiye iş Kurumu İstanbul Çalışma ve İş Kurumu Ümraniye Hizmet Merkezi : 0216 523 90 26 Bizi Takip Edin SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun Copyright © 1999-2026 Kariyer.net Kariyer.net bir grup şirketidir. arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis",,,3.0,Bachelor,,,,Software Engineer
kariyer.net,Senior Embedded Software Engineer,DSLAB YAZILIM ANONİM ŞİRKETİ,Kocaeli,https://www.kariyer.net/is-ilani/dslab-yazilim-anonim-sirketi-senior-embedded-software-engineer-4388750,2026-03-24T09:37:27.843576,"keyboard_arrow_down İş İlanları Kariyer Planlaması ÜNİVERSİTEYE HAZIRLIK Üniversite Rehberi Üniversiteler Üniversite Bölümleri Üniversite Taban Puanları Üniversite Karşılaştırma YKS Tercih Motoru Meslekler Rehberi İşverenlerin Tercihi YKS Puan Hesaplama KYK Yurt Rehberi Üniversite Rehberi Blog İLK İŞİM VE PROFESYONEL HAYAT İlk İşim ve Staj CV Örnekleri Maaşlar Maaş Hesaplama Mülakata Hazırlık Kariyer Günleri Staj ve Bootcamp Fırsatları Staj Günleri İş Hayatı KPSS Puan Hesaplama KPSS Tercih Motoru Kamu Rehberi Sektör Sözlüğü 10.000’den fazla pozisyon maaşına ait detayları hemen keşfet! Kariyer Rehberi Kariyer Blog Özgeçmiş Hazırlama İpuçları İş Arama Süreci Kişisel Gelişim İK Blog İlan Paketi Al Giriş Yap / Üye Ol Aday (İş mi Arıyorsun?) Burada seni bekleyen binlerce ilan var! Aday Girişi Üye Ol İşveren (İlan mı Vereceksiniz?) Pozisyonunuza en uygun aday burada! İşveren Girişi Ücretsiz Üye Ol! İşe Alım Çözümleri İlan Paketi Al Sizi Arayalım Bizi Arayın: 0216 468 76 00 Giriş Yap / Üye Ol Ana Sayfa İş İlanları Kocaeli İş İlanları Kocaeli Kıdemli Gömülü Yazılım Mühendisi İş İlanları Senior Embedded Software Engineer DSLAB YAZILIM ANONİM ŞİRKETİ Kaydet Başvur Kocaeli (Gebze) Son gün info İş Yerinde Tam Zamanlı Uzman AR-GE 152 başvuru Şirket ilanları bugün inceledi. Benzer ilanları keşfetmek için iş alarmı kur Kıdemli Gömülü Yazılım Mühendisi Kocaeli İş İlanı Hakkında Hakkımızda DSLAB olarak, 2012 yılından bu yana endüstriyel teknoloji ve yazılım alanında biriktirdiğimiz köklü tecrübe ile Bilişim Vadisi kampüsünde IoT ve kestirimci bakım (predictive maintenance) çözümleri üretiyoruz. Yakın dönemde bünyemize kattığımız stratejik yatırımların sağladığı ivme ile yazılım ve donanım ekosistemimizi ve veri işleme platformumuzu dünya standartlarına taşımayı hedefliyoruz. Bu heyecan verici büyüme sürecinde; Yazılım, AI ve donanım ekiplerimiz arasında teknik köprü kuracak, mimari vizyonumuza yön verecek bir lider arıyoruz. Rolün Amacı Bu pozisyon, yüksek performanslı MCU mimarileri üzerinde endüstriyel IoT cihazlarının firmware stratejisini kurgulayacak ve donanım ekibine teknik yönlendirmeler yapacak bir ""Kıdemli Mühendis"" rolüdür. Aradığımız uzman; ARM Cortex-M7 tabanlı sistemlerde gerçek zamanlı veri işleme mimarilerini tasarlanması, düşük güç tüketimli kablosuz haberleşme (LoRaWAN) çözümlerini implement eden ve donanım-yazılım entegrasyonunda standartların belirlenmesiyle ilgili çalışmaları yönetecek ve yürütecektir. Temel Sorumluluklar Firmware Mimarisi: Yüksek performanslı MCU tabanlı sistemlerin sürdürülebilir, modüler ve yüksek kaliteli firmware mimarisini tasarlamak ve geliştirmek. Gerçek Zamanlı Sistemler: ARM Cortex-M7 (tercihen dual-core) tabanlı platformlarda gerçek zamanlı uygulamalar geliştirmek. Haberleşme Katmanları: SPI, I2C, ADC çevre birimleri ile CAN/CAN-FD ve LoRaWAN tabanlı kablosuz haberleşme çözümlerini optimize ederek implement etmek. Performans Optimizasyonu: DMA ve interrupt mekanizmalarını performans odaklı yönetmek; Bootloader ve güvenli firmware güncelleme (OTA) mimarilerini kurgulamak. Aranan Nitelikler Eğitim & Deneyim: Elektrik & Elektronik Mühendisliği, Elektronik ve Haberleşme Mühendisliği veya dengi lisans bölümlerinden, gömülü sistemler alanında kıdemli uzmanlık. C/C++ Uzmanlığı: İleri seviye C/C++ bilgisi ve sürdürülebilir kod yazma disiplini. Donanım Hakimiyeti: Yüksek performanslı MCU (tercihen NXP RT serisi) ve gerçek zamanlı sistem geliştirme tecrübesi. Haberleşme Protokolleri: CAN-FD, LoRaWAN ve standart çevre birimleri (SPI, I2C, ADC) konusunda derin uygulama tecrübesi. Sistem Seviyesi Düşünme: Bootloader tasarımı, firmware güvenliği ve sistem seviyesinde teknik karar alma yetkinliği. İmkanlar & Sosyal Haklar Lokasyon: Bilişim Vadisi (Gebze). Ulaşım: İstanbul (Anadolu & Avrupa), Sakarya, Yalova ve Kocaeli'den sağlanan kapsamlı personel servisi ağı. Aday Kriterleri • Tecrübe 6 - 12 yıl arası • Eğitim Seviyesi Üniversite(Mezun), Yüksek Lisans(Mezun), Doktora(Mezun) • Askerlik Durumu Yapıldı, Muaf • Yabancı Dil İngilizce(Okuma : İleri, Yazma : İleri, Konuşma : İleri) Daha Fazla Göster keyboard_arrow_down Şirket Hakkında DSLAB YAZILIM ANONİM ŞİRKETİ Bilişim, Bilişim Makine ve Ekipmanları, Yazılım, Elektronik Kart Sistemleri, Elektrikli ve Elektronik Aletler 1 - 24 Çalışan 78 Takipçi Takip Et DSLAB, sektördeki 15 yıllık saha tecrübesi ve derin mühendislik birikimiyle; döner ekipmanlar, güç aktarım sistemleri ve kritik endüstriyel varlıklar için Kestirimci Bakım (Predictive Maintenance) çözümleri geliştirmektedir. Temelleri endüstriyel saha dinamikleri üzerine atılan şirketimiz, günümüzde donanım ve yazılım ekosistemini yapay zeka ile entegre ederek uçtan uca teknolojik çözümler sunmaktadır. Şirketin Diğer İlanları chevron_right Bu Pozisyon İçin Sık Paylaşılan Maaşlar Maaş aralığı kullanıcıların en sık paylaştığı verilere dayanır. Şirket tarafından paylaşılmamıştır. ₺66.000 - ₺161.700 info Sen de anonim olarak bilgilerini paylaş, maaş verilerini birlikte geliştirelim! Bilgilerini Paylaş Bu sana yardımcı oldu mu? thumb_up thumb_down Keşfetmeye Devam Et Kıdemli Gömülü Yazılım Mühendisi İş İlanları İlanları Gör Kocaeli İş İlanları İlanları Gör Gebze İş İlanları İlanları Gör Sürekli / Tam zamanlı İş İlanları İlanları Gör Kocaeli Sürekli / Tam zamanlı İş İlanları İlanları Gör AR-GE İş İlanları İlanları Gör Bilişim İş İlanları İlanları Gör Teknolog İş İlanları İlanları Gör Bilgi İşlem Mühendisi İş İlanları İlanları Gör Bilgi Teknolojileri Mühendisi İş İlanları İlanları Gör Bilgisayar Mühendisi İş İlanları İlanları Gör Uzman Bilgisayar Mühendisi İş İlanları İlanları Gör Teknoloji Geliştirme Mühendisi İş İlanları İlanları Gör navigate_before navigate_next İlanı Şikayet Et DSLAB YAZILIM ANONİM ŞİRKETİ Bilişim, Bilişim Makine ve Ekipmanları, Yazılım, Elektronik Kart Sistemleri, Elektrikli ve Elektronik Aletler Takip Et Bu İlanla Birlikte Görüntülenenler Senior Backend Engineer (Node.Js & Iot) DSLAB YAZILIM ANONİM ŞİRKETİ Kocaeli İş Yerinde Tam zamanlı update 1 gün Kıdemli Yapay Zeka Mühendisi (Edge AI & Görüntü İşleme & Signal Processing) DSLAB YAZILIM ANONİM ŞİRKETİ Kocaeli İş Yerinde Tam zamanlı Son gün Gömülü Yazılım Uzman Mühendisi C Tech Bilişim Teknolojileri San. ve Tic. ... İstanbul(Asya) İş Yerinde Tam zamanlı update 7 gün Embedded Software Developer | Card Payment Systems Asis İstanbul(Avr.) İş Yerinde Tam zamanlı Son gün AR-GE Gömülü Yazılım Mühendisi Mavili Elektronik Ticaret ve Sanayi A.Ş. İstanbul(Asya) İş Yerinde Tam zamanlı update 1 saat Gömülü Yazılım Uzmanı NOVEN ENERJİ VE BİLİŞİM TEKNOLOJİLERİ SANA... Ankara İş Yerinde Tam zamanlı update 1 gün Yazılım Geliştirici Aktif Elektroteknik A.Ş Kocaeli İş Yerinde Tam zamanlı update 1 gün Yazılım Tasarım Mühendisi Ağır Haddecilik AŞ. Kocaeli İş Yerinde Tam zamanlı update 2 saat Yazılım Mühendisi/Qt C++ Geliştiricisi Epsilon Elektronik San. ve Tic. A.Ş İstanbul(Asya) İş Yerinde Tam zamanlı update 4 saat navigate_before navigate_next closingDate:24.03.2026 lastPublishDate:23.02.2026 Kaydet Başvur SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun SOSYAL MEDYA Facebook X Instagram Youtube Kariyer.net ile İş Cebinizde Copyright © 1999-2026 Kariyer.net arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis Kariyer.net bir grup şirketidir. Kariyer.net Elektronik Yayıncılık ve İletişim Hizmetleri A.Ş. Özel İstihdam Bürosu olarak 31/08/2024 – 30/08/2027 tarihleri arasında faaliyette bulunmak üzere, Türkiye İş Kurumu tarafından 26/07/2024 tarih ve 16398069 sayılı karar uyarınca 170 nolu belge ile faaliyet göstermektedir. 4904 sayılı kanun uyarınca iş arayanlardan ücret alınması yasaktır. Şikayetleriniz için aşağıdaki telefon numaralarına başvurabilirsiniz. Diğer iller için tıklayın . Türkiye İş Kurumu İstanbul İl Müdürlüğü: 0212 249 29 87 Türkiye iş Kurumu İstanbul Çalışma ve İş Kurumu Ümraniye Hizmet Merkezi : 0216 523 90 26 Bizi Takip Edin SİTE KULLANIMI Genel Koşullar AVM Rehberi VERİ POLİTİKAMIZ Aydınlatma Metinleri ve Veri Politikaları YARDIM Sorum Var Önerim Var Sık Sorulan Sorular HAKKIMIZDA Hakkımızda Reklam Verin İletişim İlan Satın Al Kariyer Rehberi İK Blog İşin Olsun Copyright © 1999-2026 Kariyer.net Kariyer.net bir grup şirketidir. arabam.com - chemOrbis - cimri.com - emlakjet - hangikredi.com - neredekal.com - sigortam.net - steelOrbis",,,2012.0,Lisans,,,,Software Engineer
